merger,error_of_value,error_thermal,error_renewable,error_nsp,error_1_to_2,error_1_to_3,error_2_to_1,error_2_to_3,error_3_to_1,error_3_to_2,rel_error_of_value,rel_error_thermal,rel_error_renewable,rel_error_nsp,rel_error_1_to_2,rel_error_1_to_3,rel_error_2_to_1,rel_error_2_to_3,rel_error_3_to_1,rel_error_3_to_2
"['1+5', '2+6+7', '3+8', '4']",856368323.80269,-63645.90032999404,-108000.47733300063,171646.37766300014,0.0,0.0,-12614.246594010387,0.0,-159032.13106900034,51031.65373599948,0.9321088088923093,-0.02706885588844221,-0.08796872183151194,1.0,0.0,0.0,-0.004589600652130876,0.0,-0.19148204365914467,0.12848441829067825
"['1+5', '2+6+7+8', '3', '4']",855726997.5502411,-94453.03139899392,-77193.34626400052,171646.37766300014,0.0,0.0,12813.622336989734,0.0,-184460.00000000023,107266.65373599948,0.9314107612968224,-0.04017125190954318,-0.0628756480751822,1.0,0.0,0.0,0.004662142046749862,0.0,-0.22209837430928348,0.2700695078108969
"['1+5', '2+6+7+8', '3+4']",856406468.9750187,-62003.54758699378,-109642.83007600065,171646.37766300014,0.0,0.0,25585.75340599008,0.0,-197232.13106900023,87589.30099299946,0.9321503277693579,-0.02637035670015564,-0.08930645361905509,1.0,0.0,0.0,0.009309187801445962,0.0,-0.23747661103751727,0.2205270564969718
"['1+5', '2+6+8', '3', '4', '7']",786497948.8585389,-87751.22234099405,-70013.34626400052,157764.56860500015,0.0,0.0,-18234.568605010398,0.0,-139530.00000000023,69516.65373599948,0.8560588311480867,-0.03732094572104905,-0.057027382971660545,0.9191255344446903,0.0,0.0,-0.006634513392232311,0.0,-0.16800057555770542,0.17502483582035266
"['1+5', '2+6+8', '3', '4+7']",855572442.5502411,-101633.03139899392,-70013.34626400052,171646.37766300014,0.0,0.0,-32116.377663010266,0.0,-139530.00000000023,69516.65373599948,0.9312425368623657,-0.04322493461764099,-0.057027382971660545,1.0,0.0,0.0,-0.011685307304538206,0.0,-0.16800057555770542,0.17502483582035266
"['1+5', '2+6+8', '3+4', '7']",787177420.2833166,-55301.73852899391,-102462.83007600065,157764.56860500015,0.0,0.0,-5462.437536010053,0.0,-152302.13106900023,49839.30099299946,0.8567983976206222,-0.023520050511661728,-0.08345818851553344,0.9191255344446903,0.0,0.0,-0.001987467637536211,0.0,-0.183378812285939,0.12548238450642757
"['1+5', '2+6+8', '3+4+7']",856608523.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,-19344.246594010387,0.0,-152302.13106900023,32776.65373599948,0.9323702525534285,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,-0.0070382615498423284,0.0,-0.183378812285939,0.08252308088174087
"['1+5', '2+6+8', '3+7', '4']",856367650.80269,-63645.90032999404,-108000.47733300063,171646.37766300014,0.0,0.0,-19344.246594010387,0.0,-152302.13106900023,44301.65373599948,0.932108076369619,-0.02706885588844221,-0.08796872183151194,1.0,0.0,0.0,-0.0070382615498423284,0.0,-0.183378812285939,0.11154003040997984
"['1+5', '2+7', '3', '4', '6', '8']",260642976.58885884,-532.3967699939385,-51631.80905800057,52164.20582800005,0.0,0.0,-52164.20582800964,0.0,-2.3283064365386963e-10,-51631.80905800051,0.283695236852739,-0.00022643047498305258,-0.04205522383643334,0.30390507820920065,0.0,0.0,-0.018979561823359692,0.0,-2.220446049250313e-16,-0.12999545314426664
"['1+5', '2+7', '3', '4', '6+8']",855174315.4226357,-120014.56860499363,-51631.8090580008,171646.37766300014,0.0,0.0,-171646.37766301027,0.0,-4.656612873077393e-10,-51631.80905800051,0.9308091978511186,-0.051042675887030375,-0.042055223836433564,1.0,0.0,0.0,-0.062452269423060924,0.0,-6.661338147750939e-16,-0.12999545314426664
"['1+5', '2+7', '3', '4+6', '8']",771296687.5887284,-91582.9129579938,-63156.80905800057,154739.72201600016,0.0,0.0,-81464.72201600997,0.0,-73275.00000000012,10118.190941999492,0.839513112276859,-0.03895057906086974,-0.05144258530134782,0.9015029860974202,0.0,0.0,-0.029640338684030487,0.0,-0.08822649017409057,0.025474970575365186
"['1+5', '2+7', '3', '4+6+8']",855422515.4226357,-108489.5686049941,-63156.80905800057,171646.37766300014,0.0,0.0,-98371.37766301027,0.0,-73275.00000000023,10118.190941999492,0.9310793496070123,-0.04614104730613544,-0.05144258530134782,1.0,0.0,0.0,-0.03579170073364102,0.0,-0.08822649017409079,0.025474970575365186
"['1+5', '2+7', '3', '4+8', '6']",260891176.58885884,10992.603230006527,-63156.80905800057,52164.20582800005,0.0,0.0,21110.79417199036,0.0,-73275.00000000023,10118.190941999492,0.28396538860863274,0.004675198105912326,-0.05144258530134782,0.30390507820920065,0.0,0.0,0.007681006866060103,0.0,-0.08822649017409079,0.025474970575365186
"['1+5', '2+7', '3+4', '6', '8']",261322448.0136366,31917.0870420062,-84081.2928700007,52164.20582800005,0.0,0.0,-39392.07475900976,0.0,-12772.131069000228,-71309.16180100053,0.2844348033252746,0.01357446473440449,-0.06848602938030623,0.30390507820920065,0.0,0.0,-0.014332516068663814,0.0,-0.015378236728234018,-0.17953790445819195
"['1+5', '2+7', '3+4', '6+8']",855853786.8474134,-87565.08479299396,-84081.2928700007,171646.37766300014,0.0,0.0,-158874.2465940104,0.0,-12772.131069000345,-71309.16180100053,0.9315487643236541,-0.037241780677643055,-0.06848602938030623,1.0,0.0,0.0,-0.057805223668364825,0.0,-0.015378236728234018,-0.17953790445819195
"['1+5', '2+7', '3+4+6', '8']",856069465.1750847,-77682.43753599375,-93963.94012700068,171646.37766300014,0.0,0.0,-67564.24659400992,0.0,-104082.13106900023,10118.190941999492,0.9317835180663158,-0.03303865128503425,-0.07653565905767734,1.0,0.0,0.0,-0.02458275315276026,0.0,-0.12531970131774206,0.025474970575365186
"['1+5', '2+7', '3+4+6+8']",856069465.1750847,-77682.43753599375,-93963.94012700045,171646.37766300014,0.0,0.0,-67564.24659400992,0.0,-104082.13106900011,10118.190941999492,0.9317835180663158,-0.03303865128503425,-0.07653565905767734,1.0,0.0,0.0,-0.02458275315276026,0.0,-0.12531970131774184,0.025474970575365186
"['1+5', '2+7', '3+4+8', '6']",261538126.34130788,41799.73429900594,-93963.94012700068,52164.20582800005,0.0,0.0,51917.925240989774,0.0,-104082.13106900034,10118.190941999492,0.2846695570679363,0.017777594127013074,-0.07653565905767734,0.30390507820920065,0.0,0.0,0.018889954446940638,0.0,-0.12531970131774206,0.025474970575365186
"['1+5', '2+7', '3+6', '4', '8']",855821265.1750847,-89207.43753599375,-82438.94012700068,171646.37766300014,0.0,0.0,-140839.24659400992,0.0,-30807.13106900023,-51631.80905800051,0.931513366310422,-0.037940279865929405,-0.06714829759276308,1.0,0.0,0.0,-0.051243321842179945,0.0,-0.037093211143651494,-0.12999545314426664
"['1+5', '2+7', '3+6', '4+8']",856069465.1750847,-77682.43753599329,-93963.94012700068,171646.37766300014,0.0,0.0,-67564.24659400946,0.0,-104082.13106900034,10118.190941999492,0.9317835180663158,-0.033038651285034026,-0.07653565905767734,1.0,0.0,0.0,-0.02458275315276004,0.0,-0.12531970131774206,0.025474970575365186
"['1+5', '2+7', '3+6+8', '4']",855821265.1750847,-89207.43753599422,-82438.94012700068,171646.37766300014,0.0,0.0,-140839.2465940104,0.0,-30807.131069000345,-51631.80905800051,0.931513366310422,-0.03794027986592963,-0.06714829759276308,1.0,0.0,0.0,-0.05124332184218017,0.0,-0.037093211143651716,-0.12999545314426664
"['1+5', '2+7', '3+8', '4', '6']",261289926.34130788,30274.734299006406,-82438.94012700068,52164.20582800005,0.0,0.0,-21357.07475900976,0.0,-30807.131069000345,-51631.80905800051,0.28439940531204255,0.012875965546118251,-0.06714829759276308,0.30390507820920065,0.0,0.0,-0.007770614242479157,0.0,-0.037093211143651716,-0.12999545314426664
"['1+5', '2+7', '3+8', '4+6']",771943637.3411775,-60775.78188899346,-93963.94012700068,154739.72201600016,0.0,0.0,-50657.59094701009,0.0,-104082.13106900034,10118.190941999492,0.8402172807361624,-0.025848183039768546,-0.07653565905767734,0.9015029860974202,0.0,0.0,-0.01843139110314973,0.0,-0.12531970131774206,0.025474970575365186
"['1+5', '2+7+8', '3', '4', '6']",261195658.71646428,25029.14043600578,-77193.34626400052,52164.20582800005,0.0,0.0,132295.79417198943,0.0,-184460.00000000035,107266.65373599948,0.28429680029844284,0.010644993502504252,-0.0628756480751822,0.30390507820920065,0.0,0.0,0.04813484964645065,0.0,-0.2220983743092837,0.2700695078108969
"['1+5', '2+7+8', '3', '4+6']",771849369.7163339,-66021.37575199408,-88718.34626400052,154739.72201600016,0.0,0.0,102995.27798398957,0.0,-257735.00000000023,169016.65373599948,0.8401146757225628,-0.028079155083382545,-0.07226300954009668,0.9015029860974202,0.0,0.0,0.03747407278578019,0.0,-0.31032486448337404,0.42553993153052894
"['1+5', '2+7+8', '3+4', '6']",261875130.14124203,57478.624248005915,-109642.83007600065,52164.20582800005,0.0,0.0,145067.9252409893,0.0,-197232.13106900034,87589.30099299946,0.28503636677097843,0.024445888711891794,-0.08930645361905509,0.30390507820920065,0.0,0.0,0.05278189540114664,0.0,-0.23747661103751727,0.2205270564969718
"['1+5', '2+7+8', '3+4+6']",856622147.30269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,116895.75340598961,0.0,-288542.13106900034,169016.65373599948,0.9323850815120196,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,0.042531658317050414,0.0,-0.3474180756270253,0.42553993153052894
"['1+5', '2+7+8', '3+6', '4']",856373947.30269,-63645.9003299945,-108000.47733300063,171646.37766300014,0.0,0.0,43620.75340598915,0.0,-215267.13106900034,107266.65373599948,0.9321149297561259,-0.027068855888442434,-0.08796872183151194,1.0,0.0,0.0,0.015871089627630397,0.0,-0.25919158545293497,0.2700695078108969
"['1+5', '2+8', '3', '4', '6', '7']",191966610.02476215,31730.949494006112,-70013.34626400052,38282.39677000005,0.0,0.0,101247.60322998976,0.0,-139530.00000000035,69516.65373599948,0.2089448701497072,0.013495299690998497,-0.057027382971660545,0.2230306126538909,0.0,0.0,0.0368381942074687,0.0,-0.16800057555770542,0.17502483582035266
"['1+5', '2+8', '3', '4', '6+7']",415688352.0247622,-6019.050505993888,-77193.34626400052,83212.3967700001,0.0,0.0,101247.60322998976,0.0,-184460.00000000035,107266.65373599948,0.452453417421686,-0.0025599262464235384,-0.0628756480751822,0.4847897048743677,0.0,0.0,0.0368381942074687,0.0,-0.2220983743092837,0.2700695078108969
"['1+5', '2+8', '3', '4+6', '7']",702620321.0246317,-59319.56669399375,-81538.34626400052,140857.91295800015,0.0,0.0,71947.0870419899,0.0,-212805.00000000023,131266.65373599948,0.7647627455738271,-0.02522884889488841,-0.06641474443657502,0.8206285205421104,0.0,0.0,0.026177417346798237,0.0,-0.25622706573179577,0.3304952595399846
"['1+5', '2+8', '3', '4+6+7']",855975197.5502411,-82928.03139899345,-88718.34626400052,171646.37766300014,0.0,0.0,86088.6223369902,0.0,-257735.00000000023,169016.65373599948,0.9316809130527162,-0.035269623328648025,-0.07226300954009668,1.0,0.0,0.0,0.03132271073616988,0.0,-0.31032486448337404,0.42553993153052894
"['1+5', '2+8', '3', '4+7', '6']",261041103.71646428,17849.140436006244,-70013.34626400052,52164.20582800005,0.0,0.0,87365.7941719899,0.0,-139530.00000000035,69516.65373599948,0.2841285758639862,0.00759131079440678,-0.057027382971660545,0.30390507820920065,0.0,0.0,0.031787400295162804,0.0,-0.16800057555770542,0.17502483582035266
"['1+5', '2+8', '3+4', '6', '7']",192646081.44953978,64180.43330600625,-102462.83007600065,38282.39677000005,0.0,0.0,114019.73429898964,0.0,-152302.13106900034,49839.30099299946,0.20968443662224268,0.02729619490038593,-0.08345818851553344,0.2230306126538909,0.0,0.0,0.04148523996216458,0.0,-0.18337881228593922,0.12548238450642757
"['1+5', '2+8', '3+4', '6+7']",416367823.44953996,26430.43330600625,-109642.83007600065,83212.3967700001,0.0,0.0,114019.73429898964,0.0,-197232.13106900034,87589.30099299946,0.4531929838942216,0.011240968962964004,-0.08930645361905509,0.4847897048743677,0.0,0.0,0.04148523996216458,0.0,-0.23747661103751727,0.2205270564969718
"['1+5', '2+8', '3+4+6', '7']",787393098.6109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,85847.56246398995,0.0,-243612.13106900034,131266.65373599948,0.8570331513632838,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.031235002878068463,0.0,-0.29332027687544726,0.3304952595399846
"['1+5', '2+8', '3+4+6+7']",856621345.80269,-52120.90032999404,-119525.47733300063,171646.37766300014,0.0,0.0,108880.75340598961,0.0,-280527.13106900034,161001.6537359995,0.9323842091242986,-0.022167227307547055,-0.0973560832964262,1.0,0.0,0.0,0.03961545964020696,0.0,-0.3377676448014322,0.405360248192669
"['1+5', '2+8', '3+4+7', '6']",262077184.46891332,67361.27150500659,-119525.47733300063,52164.20582800005,0.0,0.0,100137.92524099024,0.0,-152302.13106900034,32776.65373599948,0.28525629155504906,0.028649018104500712,-0.0973560832964262,0.30390507820920065,0.0,0.0,0.036434446049858904,0.0,-0.18337881228593922,0.08252308088174087
"['1+5', '2+8', '3+6', '4', '7']",787144898.6109879,-56944.09127199417,-100820.47733300063,157764.56860500015,0.0,0.0,12572.562463989481,0.0,-170337.13106900034,69516.65373599948,0.8567629996073901,-0.024218549699948078,-0.08212045672799029,0.9191255344446903,0.0,0.0,0.004574434188648446,0.0,-0.2050937867013567,0.17502483582035266
"['1+5', '2+8', '3+6', '4+7']",856219392.3026901,-70825.90032999404,-100820.47733300063,171646.37766300014,0.0,0.0,-1309.2465940103866,0.0,-170337.13106900034,69516.65373599948,0.9319467053216691,-0.030122538596539794,-0.08212045672799029,1.0,0.0,0.0,-0.00047635972365744905,0.0,-0.2050937867013567,0.17502483582035266
"['1+5', '2+8', '3+6+7', '4']",856373947.30269,-63645.90032999404,-108000.47733300063,171646.37766300014,0.0,0.0,43620.75340598961,0.0,-215267.13106900034,107266.65373599948,0.9321149297561259,-0.02706885588844221,-0.08796872183151194,1.0,0.0,0.0,0.01587108962763062,0.0,-0.25919158545293497,0.2700695078108969
"['1+5', '2+8', '3+7', '4', '6']",261836311.96891332,55836.27150500659,-108000.47733300063,52164.20582800005,0.0,0.0,100137.92524099024,0.0,-152302.13106900034,44301.65373599948,0.28499411537123953,0.023747389523605666,-0.08796872183151194,0.30390507820920065,0.0,0.0,0.036434446049858904,0.0,-0.18337881228593922,0.11154003040997984
"['1+5', '2+8', '3+7', '4+6']",772490022.9687829,-35214.24468299374,-119525.47733300063,154739.72201600016,0.0,0.0,70837.40905298991,0.0,-225577.13106900034,106051.65373599948,0.8408119907953595,-0.014976759062281353,-0.0973560832964262,0.9015029860974202,0.0,0.0,0.02577366918918822,0.0,-0.2716053024600298,0.2670104541296119
"['1+5+6', '2', '3', '4', '7', '8']",785033539.4216213,-157764.56860499363,-4.656612873077393e-10,157764.56860500015,0.0,0.0,-29539.568605009932,0.0,-128225.00000000023,128224.99999999948,0.8544649037478826,-0.06709790182445219,-4.440892098500626e-16,0.9191255344446903,0.0,0.0,-0.010747754320705516,0.0,-0.15438883251549318,0.3228371673109268
"['1+5+6', '2', '3', '4', '7+8']",854262588.1133235,-164466.37766299304,-7180.0000000006985,171646.37766300014,0.0,0.0,1508.6223369906656,0.0,-173155.00000000047,165974.99999999948,0.9298168338966184,-0.0699482080129461,-0.005848265103522099,1.0,0.0,0.0,0.0005489011182767678,0.0,-0.20848663126707168,0.41788183930147105
"['1+5+6', '2', '3', '4+7', '8']",854108033.1133235,-171646.3776629935,-4.656612873077393e-10,171646.37766300014,0.0,0.0,-43421.3776630098,0.0,-128225.00000000023,128224.99999999948,0.9296486094621617,-0.07300189072104413,-4.440892098500626e-16,1.0,0.0,0.0,-0.01579854823301141,0.0,-0.15438883251549318,0.3228371673109268
"['1+5+6', '2', '3', '4+7+8']",854510788.1133235,-152941.37766299304,-18705.0000000007,171646.37766300014,0.0,0.0,74783.62233699067,0.0,-246430.00000000047,227724.99999999948,0.9300869856525121,-0.06504657943205117,-0.015235626568436578,1.0,0.0,0.0,0.027209469807696673,0.0,-0.296713121441162,0.573352263021103
"['1+5+6', '2', '3', '4+8', '7']",785281739.4216213,-146239.56860499317,-11525.000000000466,157764.56860500015,0.0,0.0,43735.43139499053,0.0,-201500.00000000023,189974.99999999948,0.8547350555037764,-0.06219627324355703,-0.0093873614649147,0.9191255344446903,0.0,0.0,0.0159128143687145,0.0,-0.24261532268958375,0.47830759103055875
"['1+5+6', '2', '3+4', '7', '8']",785713010.8463991,-125315.0847929935,-32449.483812000602,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,108547.64725699945,0.8552044702204182,-0.05329700661506487,-0.026430805543873337,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.2732947159970016
"['1+5+6', '2', '3+4', '7+8']",854942059.5381012,-132016.89385099337,-39629.483812000835,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,146297.64725699945,0.9305564003691539,-0.05614731280355878,-0.03227907064739499,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.36833938798754595
"['1+5+6', '2', '3+4+7', '8']",855144113.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,-30649.246594009455,0.0,-140997.13106900023,91484.99999999948,0.9307763251532245,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,-0.011151502478315312,0.0,-0.16976706924372698,0.23033541237231503
"['1+5+6', '2', '3+4+7+8']",855157737.8657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,105590.75340599054,0.0,-277237.13106900034,227724.99999999948,0.9307911541118156,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,0.03841841738857732,0.0,-0.3338063325848133,0.573352263021103
"['1+5+6', '2', '3+4+8', '7']",785928689.1740704,-115432.43753599375,-42332.13106900058,157764.56860500015,0.0,0.0,74542.56246398995,0.0,-232307.13106900034,189974.99999999948,0.8554392239630798,-0.049093877222456284,-0.03448043522124444,0.9191255344446903,0.0,0.0,0.027121761949595036,0.0,-0.279708533833235,0.47830759103055875
"['1+5+6', '2', '3+7', '4', '8']",854903241.3657725,-133659.24659399316,-37987.13106900058,171646.37766300014,0.0,0.0,-30649.246594009455,0.0,-140997.13106900023,103009.99999999948,0.930514148969415,-0.05684581199184513,-0.03094133885985162,1.0,0.0,0.0,-0.011151502478315312,0.0,-0.16976706924372698,0.259352361900554
"['1+5+6', '2', '3+7', '4+8']",855151441.3657725,-122134.24659399316,-49512.13106900058,171646.37766300014,0.0,0.0,42625.753405990545,0.0,-214272.13106900034,164759.99999999948,0.9307843007253087,-0.05194418341094997,-0.0403287003247661,1.0,0.0,0.0,0.015509066211104483,0.0,-0.25799355941781754,0.41482278562018593
"['1+5+6', '2', '3+7+8', '4']",854909537.8657725,-133659.24659399362,-37987.13106900058,171646.37766300014,0.0,0.0,32315.75340599008,0.0,-203962.13106900034,165974.99999999948,0.9305210023559218,-0.05684581199184535,-0.03094133885985162,1.0,0.0,0.0,0.011757848699157303,0.0,-0.24557984241072273,0.41788183930147105
"['1+5+6', '2', '3+8', '4', '7']",785680489.1740704,-126957.43753599375,-30807.131069000578,157764.56860500015,0.0,0.0,1267.562463989947,0.0,-159032.13106900034,128224.99999999948,0.8551690722071861,-0.05399550580335122,-0.025093073756329964,0.9191255344446903,0.0,0.0,0.00046119326017513007,0.0,-0.19148204365914467,0.3228371673109268
"['1+5+6', '2', '3+8', '4+7']",854754982.8657725,-140839.24659399362,-30807.131069000578,171646.37766300014,0.0,0.0,-12614.246594009921,0.0,-159032.13106900034,128224.99999999948,0.9303527779214651,-0.059899494699942935,-0.025093073756329964,1.0,0.0,0.0,-0.004589600652130654,0.0,-0.19148204365914467,0.3228371673109268
"['1+5+6', '2+3', '4', '7', '8']",785034816.6347282,-157764.56860499363,-6.984919309616089e-10,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,140997.13106899947,0.8544662939225944,-0.06709790182445219,-6.661338147750939e-16,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.3549940681870418
"['1+5+6', '2+3', '4', '7+8']",854263865.3264304,-164466.37766299304,-7180.0000000006985,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,178747.13106899947,0.9298182240713302,-0.0699482080129461,-0.005848265103522099,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.45003874017758616
"['1+5+6', '2+3', '4+7', '8']",854109310.3264304,-171646.3776629935,-6.984919309616089e-10,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,140997.13106899947,0.9296499996368734,-0.07300189072104413,-6.661338147750939e-16,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.3549940681870418
"['1+5+6', '2+3', '4+7+8']",854512065.3264304,-152941.37766299304,-18705.0000000007,171646.37766300014,0.0,0.0,87555.75340599054,0.0,-259202.13106900034,240497.13106899947,0.9300883758272239,-0.06504657943205117,-0.015235626568436578,1.0,0.0,0.0,0.03185651556239255,0.0,-0.3120913581693956,0.6055091638972181
"['1+5+6', '2+3', '4+8', '7']",785283016.6347282,-146239.56860499317,-11525.000000000698,157764.56860500015,0.0,0.0,56507.56246399041,0.0,-214272.13106900034,202747.13106899947,0.8547364456784883,-0.06219627324355703,-0.009387361464914923,0.9191255344446903,0.0,0.0,0.02055986012341038,0.0,-0.25799355941781754,0.5104644919066739
"['1+5+6', '2+3+4', '7', '8']",785713010.8463991,-125315.0847929935,-32449.483812000602,157764.56860500015,0.0,0.0,-16767.437536010053,0.0,-140997.13106900023,108547.64725699945,0.8552044702204182,-0.05329700661506487,-0.026430805543873337,0.9191255344446903,0.0,0.0,-0.006100708566009638,0.0,-0.16976706924372698,0.2732947159970016
"['1+5+6', '2+3+4', '7+8']",854942059.5381012,-132016.89385099337,-39629.483812000835,171646.37766300014,0.0,0.0,14280.753405990545,0.0,-185927.13106900046,146297.64725699948,0.9305564003691539,-0.05614731280355878,-0.03227907064739499,1.0,0.0,0.0,0.0051959468729727565,0.0,-0.22386486799530525,0.36833938798754595
"['1+5+6', '2+3+4+7', '8']",855866609.3474134,-87565.0847929935,-84081.2928700007,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,56915.83819899947,0.9315627208945242,-0.03724178067764283,-0.06848602938030623,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.1432992628527362
"['1+5+6', '2+3+4+7+8']",856634969.8026901,-52120.90032999311,-119525.47733300063,171646.37766300014,0.0,0.0,245120.75340599054,0.0,-416767.13106900034,297241.6537359995,0.9323990380828897,-0.02216722730754661,-0.0973560832964262,1.0,0.0,0.0,0.08918537950710004,0.0,-0.5018069081425183,0.7483770988414571
"['1+5+6', '2+3+4+8', '7']",787405921.1109879,-45419.091271993704,-112345.47733300063,157764.56860500015,0.0,0.0,214072.56246398995,0.0,-371837.13106900034,259491.65373599948,0.857047107934154,-0.01931692111905292,-0.09150781819290477,0.9191255344446903,0.0,0.0,0.07788872406811764,0.0,-0.4477091093909402,0.6533324268509128
"['1+5+6', '2+3+7', '4', '8']",855188415.1357425,-120014.56860499363,-51631.80905800057,171646.37766300014,0.0,0.0,-30649.246594009455,0.0,-140997.13106900023,89365.32201099955,0.9308245445967005,-0.051042675887030375,-0.04205522383643334,1.0,0.0,0.0,-0.011151502478315312,0.0,-0.16976706924372698,0.22499861504277663
"['1+5+6', '2+3+7', '4+8']",855436615.1357427,-108489.56860499317,-63156.80905800057,171646.37766300014,0.0,0.0,42625.753405990545,0.0,-214272.13106900034,151115.32201099955,0.9310946963525942,-0.04614104730613522,-0.05144258530134782,1.0,0.0,0.0,0.015509066211104483,0.0,-0.25799355941781754,0.38046903876240856
"['1+5+6', '2+3+7+8', '4']",856386769.8026901,-63645.90032999357,-108000.47733300063,171646.37766300014,0.0,0.0,171845.75340599008,0.0,-343492.13106900034,235491.65373599948,0.932128886326996,-0.02706885588844199,-0.08796872183151194,1.0,0.0,0.0,0.06252481081768002,0.0,-0.4135804179684279,0.592906675121825
"['1+5+6', '2+3+8', '4', '7']",787157721.1109879,-56944.09127199324,-100820.47733300063,157764.56860500015,0.0,0.0,140797.5624639904,0.0,-298562.13106900034,197741.65373599948,0.8567769561782602,-0.024218549699947634,-0.08212045672799029,0.9191255344446903,0.0,0.0,0.05122815537869796,0.0,-0.3594826192168499,0.4978620031312808
"['1+5+6', '2+3+8', '4+7']",856232214.8026901,-70825.9003299931,-100820.47733300063,171646.37766300014,0.0,0.0,126915.75340599054,0.0,-298562.13106900034,197741.65373599948,0.9319606618925392,-0.030122538596539572,-0.08212045672799029,1.0,0.0,0.0,0.046177361466392064,0.0,-0.3594826192168499,0.4978620031312808
"['1+5+6', '2+4', '3', '7', '8']",785711733.6332921,-125315.0847929935,-32449.483812000602,157764.56860500015,0.0,0.0,-29539.568605009932,0.0,-128225.00000000023,95775.51618799946,0.8552030800457063,-0.05329700661506487,-0.026430805543873337,0.9191255344446903,0.0,0.0,-0.010747754320705516,0.0,-0.15438883251549318,0.2411378151208866
"['1+5+6', '2+4', '3', '7+8']",854940782.3249943,-132016.89385099337,-39629.483812000835,171646.37766300014,0.0,0.0,1508.6223369906656,0.0,-173155.00000000047,133525.51618799946,0.930555010194442,-0.05614731280355878,-0.03227907064739499,1.0,0.0,0.0,0.0005489011182767678,0.0,-0.20848663126707168,0.33618248711143084
"['1+5+6', '2+4', '3+7', '8']",855581435.5774432,-101209.76278199349,-70436.61488100071,171646.37766300014,0.0,0.0,-30649.24659400992,0.0,-140997.13106900023,70560.51618799946,0.9312523252672387,-0.04304491678245781,-0.05737214440372451,1.0,0.0,0.0,-0.011151502478315534,0.0,-0.16976706924372698,0.1776530097105138
"['1+5+6', '2+4', '3+7+8']",855587732.0774432,-101209.76278199349,-70436.61488100071,171646.37766300014,0.0,0.0,32315.75340599008,0.0,-203962.13106900034,133525.51618799946,0.9312591786537455,-0.04304491678245781,-0.05737214440372451,1.0,0.0,0.0,0.011757848699157303,0.0,-0.24557984241072273,0.33618248711143084
"['1+5+6', '2+4', '3+8', '7']",786358683.3857411,-94507.95372399362,-63256.614881000714,157764.56860500015,0.0,0.0,1267.562463989947,0.0,-159032.13106900034,95775.51618799946,0.8559072485050098,-0.0401946105939639,-0.05152387930020286,0.9191255344446903,0.0,0.0,0.00046119326017513007,0.0,-0.19148204365914467,0.2411378151208866
"['1+5+6', '2+4+7', '3', '8']",855865332.1343066,-87565.0847929935,-84081.29287000047,171646.37766300014,0.0,0.0,-43421.3776630098,0.0,-128225.00000000023,44143.70712999953,0.9315613307198123,-0.03724178067764283,-0.06848602938030601,1.0,0.0,0.0,-0.01579854823301141,0.0,-0.15438883251549318,0.1111423619766213
"['1+5+6', '2+4+7', '3+8']",856512281.8867555,-56757.95372399362,-114888.42393900058,171646.37766300014,0.0,0.0,-12614.246594009921,0.0,-159032.13106900034,44143.70712999953,0.9322654991791158,-0.024139384656541862,-0.09357910313663576,1.0,0.0,0.0,-0.004589600652130654,0.0,-0.19148204365914467,0.1111423619766213
"['1+5+6', '2+4+7+8', '3']",855988020.0502411,-82928.03139899345,-88718.34626400052,171646.37766300014,0.0,0.0,214313.6223369902,0.0,-385960.00000000023,297241.6537359995,0.9316948696235862,-0.035269623328648025,-0.07226300954009668,1.0,0.0,0.0,0.07797643192621917,0.0,-0.464713696998867,0.7483770988414571
